A_m2;status;COP_mean;COP_min;COP_max;Q_th_MWh;Total_cost_EUR;LCOH_EUR_per_kWh
800;ok;3.6467962961072615;3.646111111111111;3.653881193393713;1519.0130800000002;56872.993279862174;0.03744075283397966
1200;ok;3.6471394610420074;3.646111111111111;3.6577786666666667;1519.0130800000002;56872.53094871049;0.03744044847112869
