;grid_import_el;pv_el;grid_export_el;gas_import;hp_heat;boiler_heat;heat_demand;heat_source
2025-01-01 00:00:00;86.386365;0.0;0.0;129.843;200.0;144.27;344.27;113.61363
2025-01-01 01:00:00;86.513632;0.0;0.0;155.943;200.0;173.27;373.27;113.48637
2025-01-01 02:00:00;87.001238;0.0;0.0;155.943;200.0;173.27;373.27;112.99876
2025-01-01 03:00:00;87.380606;0.0;0.0;155.943;200.0;173.27;373.27;112.61939
2025-01-01 04:00:00;87.618459;0.0;0.0;153.243;200.0;170.27;370.27;112.38154
2025-01-01 05:00:00;87.985378;0.0;0.0;153.243;200.0;170.27;370.27;112.01462
2025-01-01 06:00:00;88.796604;0.0;0.0;153.243;200.0;170.27;370.27;111.2034
2025-01-01 07:00:00;89.935916;0.0;0.0;166.743;200.0;185.27;385.27;110.06408
2025-01-01 08:00:00;89.601756;0.0;0.0;166.743;200.0;185.27;385.27;110.39824
2025-01-01 09:00:00;88.412406;0.0;0.0;166.743;200.0;185.27;385.27;111.58759
2025-01-01 10:00:00;86.989967;0.0;0.0;145.359;200.0;161.51;361.51;113.01003
2025-01-01 11:00:00;86.312276;0.0;0.0;145.359;200.0;161.51;361.51;113.68772
2025-01-01 12:00:00;85.448261;0.0;0.0;145.359;200.0;161.51;361.51;114.55174
2025-01-01 13:00:00;83.448459;0.0;0.0;156.834;200.0;174.26;374.26;116.55154
2025-01-01 14:00:00;82.040041;0.0;0.0;156.834;200.0;174.26;374.26;117.95996
2025-01-01 15:00:00;81.263811;0.0;0.0;156.834;200.0;174.26;374.26;118.73619
2025-01-01 16:00:00;80.42018;0.0;0.0;128.043;200.0;142.27;342.27;119.57982
2025-01-01 17:00:00;79.51269;0.0;0.0;128.043;200.0;142.27;342.27;120.48731
2025-01-01 18:00:00;80.498493;0.0;0.0;128.043;200.0;142.27;342.27;119.50151
2025-01-01 19:00:00;80.370789;0.0;0.0;77.652;200.0;86.28;286.28;119.62921
2025-01-01 20:00:00;80.771048;0.0;0.0;77.652;200.0;86.28;286.28;119.22895
2025-01-01 21:00:00;80.547091;0.0;0.0;77.652;200.0;86.28;286.28;119.45291
2025-01-01 22:00:00;81.066467;0.0;0.0;112.761;200.0;125.29;325.29;118.93353
2025-01-01 23:00:00;83.321315;0.0;0.0;112.761;200.0;125.29;325.29;116.67869
2025-01-02 00:00:00;87.944384;0.0;0.0;112.761;200.0;125.29;325.29;112.05562
2025-01-02 01:00:00;93.562357;0.0;0.0;166.752;200.0;185.28;385.28;106.43764
2025-01-02 02:00:00;96.024581;0.0;0.0;166.752;200.0;185.28;385.28;103.97542
2025-01-02 03:00:00;96.342795;0.0;0.0;166.752;200.0;185.28;385.28;103.65721
2025-01-02 04:00:00;96.296928;0.0;0.0;218.061;200.0;242.29;442.29;103.70307
2025-01-02 05:00:00;96.284667;0.0;0.0;218.061;200.0;242.29;442.29;103.71533
2025-01-02 06:00:00;95.592748;0.0;0.0;218.061;200.0;242.29;442.29;104.40725
2025-01-02 07:00:00;95.300583;0.0;0.0;267.525;200.0;297.25;497.25;104.69942
2025-01-02 08:00:00;94.156829;0.0;0.0;267.525;200.0;297.25;497.25;105.84317
2025-01-02 09:00:00;92.353883;0.0;0.0;267.525;200.0;297.25;497.25;107.64612
2025-01-02 10:00:00;90.392532;0.2;0.0;254.043;200.0;282.27;482.27;109.40747
2025-01-02 11:00:00;85.606935;2.8299999999999996;0.0;254.043;200.0;282.27;482.27;111.56306
2025-01-02 12:00:00;81.880582;5.83;0.0;254.043;200.0;282.27;482.27;112.28942
2025-01-02 13:00:00;65.851865;23.6;0.0;210.285;200.0;233.65;433.65;110.54814
2025-01-02 14:00:00;74.235365;17.7;0.0;210.285;200.0;233.65;433.65;108.06463
2025-01-02 15:00:00;82.617203;12.899999999999999;0.0;210.285;200.0;233.65;433.65;104.4828
2025-01-02 16:00:00;82.99488;13.4;0.0;204.552;200.0;227.28;427.28;103.60512
2025-01-02 17:00:00;92.75198;4.73;0.0;204.552;200.0;227.28;427.28;102.51802
2025-01-02 18:00:00;97.483784;0.0;0.0;204.552;200.0;227.28;427.28;102.51622
2025-01-02 19:00:00;98.004837;0.0;0.0;205.416;200.0;228.24;428.24;101.99516
2025-01-02 20:00:00;98.305062;0.0;0.0;205.416;200.0;228.24;428.24;101.69494
2025-01-02 21:00:00;98.853971;0.0;0.0;205.416;200.0;228.24;428.24;101.14603
2025-01-02 22:00:00;98.761146;0.0;0.0;221.625;200.0;246.25;446.25000000000006;101.23885
2025-01-02 23:00:00;98.667702;0.0;0.0;221.625;200.0;246.25;446.25000000000006;101.3323
2025-01-03 00:00:00;98.487068;0.0;0.0;221.625;200.0;246.25;446.25000000000006;101.51293
2025-01-03 01:00:00;98.785494;0.0;0.0;228.843;200.0;254.27;454.27;101.21451
2025-01-03 02:00:00;98.911992;0.0;0.0;228.843;200.0;254.27;454.27;101.08801
2025-01-03 03:00:00;99.033893;0.0;0.0;228.843;200.0;254.27;454.27;100.96611
2025-01-03 04:00:00;99.207262;0.0;0.0;225.234;200.0;250.26;450.26;100.79274
2025-01-03 05:00:00;99.882625;0.0;0.0;225.234;200.0;250.26;450.26;100.11738
2025-01-03 06:00:00;100.19966;0.0;0.0;225.234;200.0;250.26;450.26;99.800343
2025-01-03 07:00:00;100.41924;0.0;0.0;286.407;200.0;318.23;518.23;99.580756
2025-01-03 08:00:00;99.342005;0.0;0.0;286.407;200.0;318.23;518.23;100.658
2025-01-03 09:00:00;98.181417;0.0;0.0;286.407;200.0;318.23;518.23;101.81858
2025-01-03 10:00:00;93.483849;4.0;0.0;274.5;200.0;305.0;505.0;102.51615
2025-01-03 11:00:00;63.97244;32.7;0.0;274.5;200.0;305.0;505.0;103.32756
2025-01-03 12:00:00;24.747175;71.4;0.0;274.5;200.0;305.0;505.0;103.85282
2025-01-03 13:00:00;11.995849;84.2;0.0;246.015;200.0;273.35;473.35;103.80415
2025-01-03 14:00:00;33.766863;62.900000000000006;0.0;246.015;200.0;273.35;473.35;103.33314
2025-01-03 15:00:00;64.444488;33.0;0.0;246.015;200.0;273.35;473.35;102.55551
2025-01-03 16:00:00;82.637656;15.1;0.0;239.796;200.0;266.44;466.44;102.26234
2025-01-03 17:00:00;96.609415;1.7300000000000002;0.0;239.796;200.0;266.44;466.44;101.66058
2025-01-03 18:00:00;97.618471;0.0;0.0;239.796;200.0;266.44;466.44;102.38153
2025-01-03 19:00:00;98.205415;0.0;0.0;212.607;200.0;236.23;436.23;101.79459
2025-01-03 20:00:00;98.15423;0.0;0.0;212.607;200.0;236.23;436.23;101.84577
2025-01-03 21:00:00;98.5022;0.0;0.0;212.607;200.0;236.23;436.23;101.4978
2025-01-03 22:00:00;98.676814;0.0;0.0;218.034;200.0;242.26;442.26;101.32319
2025-01-03 23:00:00;99.232031;0.0;0.0;218.034;200.0;242.26;442.26;100.76797
2025-01-04 00:00:00;99.784955;0.0;0.0;218.034;200.0;242.26;442.26;100.21504
2025-01-04 01:00:00;100.13216;0.0;0.0;220.725;200.0;245.25;445.24999999999994;99.86784
2025-01-04 02:00:00;100.05878;0.0;0.0;220.725;200.0;245.25;445.24999999999994;99.941223
2025-01-04 03:00:00;100.25504;0.0;0.0;220.725;200.0;245.25;445.24999999999994;99.744957
2025-01-04 04:00:00;100.38568;0.0;0.0;223.443;200.0;248.27;448.27000000000004;99.614322
2025-01-04 05:00:00;99.911591;0.0;0.0;223.443;200.0;248.27;448.27000000000004;100.08841
2025-01-04 06:00:00;99.643891;0.0;0.0;223.443;200.0;248.27;448.27000000000004;100.35611
2025-01-04 07:00:00;99.539027;0.0;0.0;235.08;200.0;261.2;461.2;100.46097
2025-01-04 08:00:00;98.450836;0.0;0.0;235.08;200.0;261.2;461.2;101.54916
2025-01-04 09:00:00;97.026689;0.0;0.0;235.08;200.0;261.2;461.2;102.97331
2025-01-04 10:00:00;92.894521;2.9300000000000006;0.0;213.471;200.0;237.19;437.19;104.17548
2025-01-04 11:00:00;84.620073;10.6;0.0;213.471;200.0;237.19;437.19;104.77993
2025-01-04 12:00:00;76.205181;18.6;0.0;213.471;200.0;237.19;437.19;105.19482
2025-01-04 13:00:00;74.121512;21.1;0.0;202.923;200.0;225.47;425.47;104.77849
2025-01-04 14:00:00;73.343296;22.600000000000005;0.0;202.923;200.0;225.47;425.47;104.0567
2025-01-04 15:00:00;75.397731;22.2;0.0;202.923;200.0;225.47;425.47;102.40227
2025-01-04 16:00:00;80.15861;18.7;0.0;234.171;200.0;260.19;460.19;101.14139
2025-01-04 17:00:00;97.039044;2.55;0.0;234.171;200.0;260.19;460.19;100.41096
2025-01-04 18:00:00;99.827041;0.0;0.0;234.171;200.0;260.19;460.19;100.17296
2025-01-04 19:00:00;99.749922;0.0;0.0;224.334;200.0;249.26;449.26;100.25008
2025-01-04 20:00:00;99.457119;0.0;0.0;224.334;200.0;249.26;449.26;100.54288
2025-01-04 21:00:00;99.224886;0.0;0.0;224.334;200.0;249.26;449.26;100.77511
2025-01-04 22:00:00;99.203591;0.0;0.0;238.806;200.0;265.34;465.34;100.79641
2025-01-04 23:00:00;99.234369;0.0;0.0;238.806;200.0;265.34;465.34;100.76563
2025-01-05 00:00:00;99.741083;0.0;0.0;238.806;200.0;265.34;465.34;100.25892
2025-01-05 01:00:00;99.975063;0.0;0.0;237.834;200.0;264.26;464.26000000000005;100.02494
2025-01-05 02:00:00;100.23657;0.0;0.0;237.834;200.0;264.26;464.26000000000005;99.763425
2025-01-05 03:00:00;100.29582;0.0;0.0;237.834;200.0;264.26;464.26000000000005;99.704178
2025-01-05 04:00:00;99.937661;0.0;0.0;252.234;200.0;280.26;480.26;100.06234
2025-01-05 05:00:00;99.299056;0.0;0.0;252.234;200.0;280.26;480.26;100.70094
2025-01-05 06:00:00;97.748735;0.0;0.0;252.234;200.0;280.26;480.26;102.25126
2025-01-05 07:00:00;94.688476;0.0;0.0;236.889;200.0;263.21;463.21;105.31152
2025-01-05 08:00:00;87.360665;0.0;0.0;236.889;200.0;263.21;463.21;112.63934
2025-01-05 09:00:00;80.116748;0.0;0.0;236.889;200.0;263.21;463.21;119.88325
2025-01-05 10:00:00;75.23721;0.65;0.0;161.388;200.0;179.32;379.32;124.11279
2025-01-05 11:00:00;71.906942;2.73;0.0;161.388;200.0;179.32;379.32;125.36306
2025-01-05 12:00:00;70.788218;3.1;0.0;161.388;200.0;179.32;379.32;126.11178
2025-01-05 13:00:00;64.825993;8.25;0.0;20.97;200.0;23.3;223.30000000000004;126.92401
2025-01-05 14:00:00;61.0912;11.8;0.0;20.97;200.0;23.3;223.30000000000004;127.1088
2025-01-05 15:00:00;66.813189;6.53;0.0;20.97;200.0;23.3;223.30000000000004;126.65681
2025-01-05 16:00:00;67.953041;4.03;0.0;0.0;194.58;0.0;194.58;122.59696
2025-01-05 17:00:00;70.674373;1.7300000000000002;0.0;0.0;194.58;0.0;194.58;122.17563
2025-01-05 18:00:00;71.229639;0.0;0.0;0.0;194.58;0.0;194.58;123.35036
2025-01-05 19:00:00;68.290696;0.0;0.0;0.0;187.19;0.0;187.19;118.8993
2025-01-05 20:00:00;67.96014;0.0;0.0;0.0;187.19;0.0;187.19;119.22986
2025-01-05 21:00:00;67.327212;0.0;0.0;0.0;187.19;0.0;187.19;119.86279
2025-01-05 22:00:00;70.031717;0.0;0.0;0.0;195.41;0.0;195.41;125.37828
2025-01-05 23:00:00;70.153314;0.0;0.0;0.0;195.41;0.0;195.41;125.25669
2025-01-06 00:00:00;70.124611;0.0;0.0;0.0;195.41;0.0;195.41;125.28539
2025-01-06 01:00:00;69.782756;0.0;0.0;0.0;194.34;0.0;194.34;124.55724
2025-01-06 02:00:00;70.110658;0.0;0.0;0.0;194.34;0.0;194.34;124.22934
2025-01-06 03:00:00;70.672241;0.0;0.0;0.0;194.34;0.0;194.34;123.66776
2025-01-06 04:00:00;73.15711;0.0;0.0;10.827;200.0;12.03;212.03;126.84289
2025-01-06 05:00:00;73.461905;0.0;0.0;10.827;200.0;12.03;212.03;126.5381
2025-01-06 06:00:00;72.899957;0.0;0.0;10.827;200.0;12.03;212.03;127.10004
2025-01-06 07:00:00;72.060927;0.0;0.0;58.671;200.0;65.19;265.19;127.93907
2025-01-06 08:00:00;71.461421;0.0;0.0;58.671;200.0;65.19;265.19;128.53858
2025-01-06 09:00:00;70.484958;0.0;0.0;58.671;200.0;65.19;265.19;129.51504
2025-01-06 10:00:00;68.965517;0.0;0.0;41.319;200.0;45.91;245.90999999999997;131.03448
2025-01-06 11:00:00;68.965517;0.0;0.0;41.319;200.0;45.91;245.90999999999997;131.03448
2025-01-06 12:00:00;68.965517;0.0;0.0;41.319;200.0;45.91;245.90999999999997;131.03448
2025-01-06 13:00:00;71.001786;0.0;0.0;31.257;200.0;34.73;234.73;128.99821
2025-01-06 14:00:00;75.961659;0.0;0.0;31.257;200.0;34.73;234.73;124.03834
2025-01-06 15:00:00;79.411563;0.0;0.0;31.257;200.0;34.73;234.73;120.58844
2025-01-06 16:00:00;81.144438;0.0;0.0;106.407;200.0;118.23;318.23;118.85556
2025-01-06 17:00:00;82.193309;0.0;0.0;106.407;200.0;118.23;318.23;117.80669
2025-01-06 18:00:00;82.710815;0.0;0.0;106.407;200.0;118.23;318.23;117.28919
2025-01-06 19:00:00;84.111975;0.0;0.0;103.959;200.0;115.51;315.51;115.88803
2025-01-06 20:00:00;84.988792;0.0;0.0;103.959;200.0;115.51;315.51;115.01121
2025-01-06 21:00:00;85.301363;0.0;0.0;103.959;200.0;115.51;315.51;114.69864
2025-01-06 22:00:00;85.928766;0.0;0.0;113.13;200.0;125.7;325.7;114.07123
2025-01-06 23:00:00;86.578641;0.0;0.0;113.13;200.0;125.7;325.7;113.42136
2025-01-07 00:00:00;86.528984;0.0;0.0;113.13;200.0;125.7;325.7;113.47102
2025-01-07 01:00:00;87.063373;0.0;0.0;148.698;200.0;165.22;365.22;112.93663
2025-01-07 02:00:00;87.932206;0.0;0.0;148.698;200.0;165.22;365.22;112.06779
2025-01-07 03:00:00;89.006734;0.0;0.0;148.698;200.0;165.22;365.22;110.99327
2025-01-07 04:00:00;89.518236;0.0;0.0;181.989;200.0;202.21;402.21;110.48176
2025-01-07 05:00:00;90.483963;0.0;0.0;181.989;200.0;202.21;402.21;109.51604
2025-01-07 06:00:00;91.488631;0.0;0.0;181.989;200.0;202.21;402.21;108.51137
2025-01-07 07:00:00;92.152752;0.0;0.0;324.0;200.0;360.0;560.0;107.84725
2025-01-07 08:00:00;92.930941;0.0;0.0;324.0;200.0;360.0;560.0;107.06906
2025-01-07 09:00:00;92.261624;0.0;0.0;324.0;200.0;360.0;560.0;107.73838
2025-01-07 10:00:00;87.716143;3.7200000000000006;0.0;339.3;200.0;377.0;577.0;108.56386
2025-01-07 11:00:00;73.28062;16.4;0.0;339.3;200.0;377.0;577.0;110.31938
2025-01-07 12:00:00;62.013571;26.5;0.0;339.3;200.0;377.0;577.0;111.48643
2025-01-07 13:00:00;49.3129;39.0;0.0;307.8;200.0;342.0;542.0;111.6871
2025-01-07 14:00:00;46.167007;43.3;0.0;307.8;200.0;342.0;542.0;110.53299
2025-01-07 15:00:00;57.813375;32.8;0.0;307.8;200.0;342.0;542.0;109.38663
2025-01-07 16:00:00;83.607992;7.68;0.0;229.851;200.0;255.39;455.39;108.71201
2025-01-07 17:00:00;91.639231;0.467;0.0;229.851;200.0;255.39;455.39;107.89377
2025-01-07 18:00:00;91.188611;0.0;0.0;229.851;200.0;255.39;455.39;108.81139
2025-01-07 19:00:00;91.52185;0.0;0.0;171.27;200.0;190.3;390.3;108.47815
2025-01-07 20:00:00;92.173178;0.0;0.0;171.27;200.0;190.3;390.3;107.82682
2025-01-07 21:00:00;92.418168;0.0;0.0;171.27;200.0;190.3;390.3;107.58183
2025-01-07 22:00:00;93.261981;0.0;0.0;166.734;200.0;185.26;385.26;106.73802
2025-01-07 23:00:00;93.847254;0.0;0.0;166.734;200.0;185.26;385.26;106.15275
2025-01-08 00:00:00;94.509649;0.0;0.0;166.734;200.0;185.26;385.26;105.49035
2025-01-08 01:00:00;95.323563;0.0;0.0;175.734;200.0;195.26;395.26;104.67644
2025-01-08 02:00:00;95.320358;0.0;0.0;175.734;200.0;195.26;395.26;104.67964
2025-01-08 03:00:00;95.24832;0.0;0.0;175.734;200.0;195.26;395.26;104.75168
2025-01-08 04:00:00;95.374613;0.0;0.0;215.343;200.0;239.27;439.27;104.62539
2025-01-08 05:00:00;96.157897;0.0;0.0;215.343;200.0;239.27;439.27;103.8421
2025-01-08 06:00:00;97.632303;0.0;0.0;215.343;200.0;239.27;439.27;102.3677
2025-01-08 07:00:00;98.207442;0.0;0.0;351.36;200.0;390.4;590.4;101.79256
2025-01-08 08:00:00;97.024646;0.0;0.0;351.36;200.0;390.4;590.4;102.97535
2025-01-08 09:00:00;94.830203;0.0;0.0;351.36;200.0;390.4;590.4;105.1698
2025-01-08 10:00:00;87.907362;4.22;0.0;337.5;200.0;375.0;575.0;107.87264
2025-01-08 11:00:00;69.963305;19.9;0.0;337.5;200.0;375.0;575.0;110.13669
2025-01-08 12:00:00;67.380788;22.2;0.0;337.5;200.0;375.0;575.0;110.41921
2025-01-08 13:00:00;66.83391;23.9;0.0;285.3;200.0;317.0;517.0;109.26609
2025-01-08 14:00:00;68.667582;23.0;0.0;285.3;200.0;317.0;517.0;108.33242
2025-01-08 15:00:00;75.297138;18.0;0.0;285.3;200.0;317.0;517.0;106.70286
2025-01-08 16:00:00;89.091847;5.9;0.0;220.842;200.0;245.38;445.38;105.00815
2025-01-08 17:00:00;95.006705;1.15;0.0;220.842;200.0;245.38;445.38;103.84329
2025-01-08 18:00:00;96.717587;0.0;0.0;220.842;200.0;245.38;445.38;103.28241
2025-01-08 19:00:00;97.163508;0.0;0.0;238.869;200.0;265.41;465.41;102.83649
2025-01-08 20:00:00;97.489005;0.0;0.0;238.869;200.0;265.41;465.41;102.511
2025-01-08 21:00:00;97.552598;0.0;0.0;238.869;200.0;265.41;465.41;102.4474
2025-01-08 22:00:00;96.930062;0.0;0.0;236.061;200.0;262.29;462.29;103.06994
2025-01-08 23:00:00;95.552483;0.0;0.0;236.061;200.0;262.29;462.29;104.44752
2025-01-09 00:00:00;95.155591;0.0;0.0;236.061;200.0;262.29;462.29;104.84441
2025-01-09 01:00:00;95.896936;0.0;0.0;246.87;200.0;274.3;474.3;104.10306
2025-01-09 02:00:00;96.585816;0.0;0.0;246.87;200.0;274.3;474.3;103.41418
2025-01-09 03:00:00;97.324475;0.0;0.0;246.87;200.0;274.3;474.3;102.67553
2025-01-09 04:00:00;98.216862;0.0;0.0;273.195;200.0;303.55;503.55;101.78314
2025-01-09 05:00:00;98.861526;0.0;0.0;273.195;200.0;303.55;503.55;101.13847
2025-01-09 06:00:00;99.189578;0.0;0.0;273.195;200.0;303.55;503.55;100.81042
2025-01-09 07:00:00;99.625311;0.0;0.0;413.1;200.0;459.0;659.0;100.37469
2025-01-09 08:00:00;99.766389;0.0;0.0;413.1;200.0;459.0;659.0;100.23361
2025-01-09 09:00:00;99.458192;0.0;0.0;413.1;200.0;459.0;659.0;100.54181
2025-01-09 10:00:00;99.002243;0.0;0.0;428.4;200.0;476.0;676.0;100.99776
2025-01-09 11:00:00;98.946904;0.0;0.0;428.4;200.0;476.0;676.0;101.0531
2025-01-09 12:00:00;98.245066;0.0;0.0;428.4;200.0;476.0;676.0;101.75493
2025-01-09 13:00:00;97.916265;0.0;0.0;425.7;200.0;473.0;673.0;102.08374
2025-01-09 14:00:00;97.701909;0.0;0.0;425.7;200.0;473.0;673.0;102.29809
2025-01-09 15:00:00;97.901507;0.0;0.0;425.7;200.0;473.0;673.0;102.09849
2025-01-09 16:00:00;98.577335;0.0;0.0;308.628;200.0;342.92;542.92;101.42266
2025-01-09 17:00:00;98.622366;0.0;0.0;308.628;200.0;342.92;542.92;101.37763
2025-01-09 18:00:00;98.21503;0.0;0.0;308.628;200.0;342.92;542.92;101.78497
2025-01-09 19:00:00;98.924069;0.0;0.0;243.117;200.0;270.13;470.12999999999994;101.07593
2025-01-09 20:00:00;99.611514;0.0;0.0;243.117;200.0;270.13;470.12999999999994;100.38849
2025-01-09 21:00:00;100.2455;0.0;0.0;243.117;200.0;270.13;470.12999999999994;99.754499
2025-01-09 22:00:00;100.88506;0.0;0.0;251.352;200.0;279.28;479.28000000000003;99.114943
2025-01-09 23:00:00;101.668;0.0;0.0;251.352;200.0;279.28;479.28000000000003;98.331996
2025-01-10 00:00:00;102.06865;0.0;0.0;251.352;200.0;279.28;479.28000000000003;97.931355
2025-01-10 01:00:00;102.54671;0.0;0.0;247.716;200.0;275.24;475.24000000000007;97.453287
2025-01-10 02:00:00;102.59038;0.0;0.0;247.716;200.0;275.24;475.24000000000007;97.409624
2025-01-10 03:00:00;102.63908;0.0;0.0;247.716;200.0;275.24;475.24000000000007;97.360922
2025-01-10 04:00:00;102.72603;0.0;0.0;278.658;200.0;309.62;509.62000000000006;97.273973
2025-01-10 05:00:00;103.15642;0.0;0.0;278.658;200.0;309.62;509.62000000000006;96.843577
2025-01-10 06:00:00;101.14914;0.0;0.0;278.658;200.0;309.62;509.62000000000006;98.850864
2025-01-10 07:00:00;101.2504;0.0;0.0;432.0;200.0;480.0;680.0;98.7496
2025-01-10 08:00:00;100.86194;0.0;0.0;432.0;200.0;480.0;680.0;99.138061
2025-01-10 09:00:00;100.12849;0.0;0.0;432.0;200.0;480.0;680.0;99.871512
2025-01-10 10:00:00;99.655205;0.0;0.0;416.7;200.0;463.0;663.0;100.3448
2025-01-10 11:00:00;99.39973;0.0;0.0;416.7;200.0;463.0;663.0;100.60027
2025-01-10 12:00:00;99.182306;0.0;0.0;416.7;200.0;463.0;663.0;100.81769
2025-01-10 13:00:00;99.492811;0.1;0.0;362.403;200.0;402.67;602.67;100.40719
2025-01-10 14:00:00;99.966883;1.15;0.0;362.403;200.0;402.67;602.67;98.883117
2025-01-10 15:00:00;101.5623;1.6799999999999997;0.0;362.403;200.0;402.67;602.67;96.757701
2025-01-10 16:00:00;103.94022;0.9249999999999999;0.0;295.272;200.0;328.08;528.08;95.134779
2025-01-10 17:00:00;105.65456;0.1;0.0;295.272;200.0;328.08;528.08;94.245436
2025-01-10 18:00:00;104.39956;0.0;0.0;295.272;200.0;328.08;528.08;95.600444
2025-01-10 19:00:00;105.36419;0.0;0.0;282.843;200.0;314.27;514.27;94.635813
2025-01-10 20:00:00;105.86344;0.0;0.0;282.843;200.0;314.27;514.27;94.13656
2025-01-10 21:00:00;105.74311;0.0;0.0;282.843;200.0;314.27;514.27;94.256887
2025-01-10 22:00:00;105.67264;0.0;0.0;268.416;200.0;298.24;498.24;94.327362
2025-01-10 23:00:00;105.35952;0.0;0.0;268.416;200.0;298.24;498.24;94.64048
2025-01-11 00:00:00;104.80232;0.0;0.0;268.416;200.0;298.24;498.24;95.197683
2025-01-11 01:00:00;104.31285;0.0;0.0;272.943;200.0;303.27;503.27;95.687149
2025-01-11 02:00:00;105.03299;0.0;0.0;272.943;200.0;303.27;503.27;94.967013
2025-01-11 03:00:00;104.60671;0.0;0.0;272.943;200.0;303.27;503.27;95.393292
2025-01-11 04:00:00;104.74358;0.0;0.0;268.407;200.0;298.23;498.23;95.256421
2025-01-11 05:00:00;104.84017;0.0;0.0;268.407;200.0;298.23;498.23;95.15983
2025-01-11 06:00:00;103.55923;0.0;0.0;268.407;200.0;298.23;498.23;96.440769
2025-01-11 07:00:00;102.72159;0.0;0.0;289.08;200.0;321.2;521.2;97.27841
2025-01-11 08:00:00;101.64943;0.0;0.0;289.08;200.0;321.2;521.2;98.350568
2025-01-11 09:00:00;100.82952;0.0;0.0;289.08;200.0;321.2;521.2;99.170476
2025-01-11 10:00:00;100.06143;0.0;0.0;271.143;200.0;301.27;501.27;99.938574
2025-01-11 11:00:00;99.317248;0.0;0.0;271.143;200.0;301.27;501.27;100.68275
2025-01-11 12:00:00;99.141428;0.0;0.0;271.143;200.0;301.27;501.27;100.85857
2025-01-11 13:00:00;99.223017;0.0;0.0;289.071;200.0;321.19;521.19;100.77698
2025-01-11 14:00:00;99.281332;0.167;0.0;289.071;200.0;321.19;521.19;100.55167
2025-01-11 15:00:00;100.06073;0.1;0.0;289.071;200.0;321.19;521.19;99.839274
2025-01-11 16:00:00;100.54637;0.2;0.0;289.08;200.0;321.2;521.2;99.253626
2025-01-11 17:00:00;101.24977;0.0;0.0;289.08;200.0;321.2;521.2;98.750226
2025-01-11 18:00:00;100.75636;0.0;0.0;289.08;200.0;321.2;521.2;99.243644
2025-01-11 19:00:00;100.56299;0.0;0.0;269.361;200.0;299.29;499.28999999999996;99.437007
2025-01-11 20:00:00;100.2502;0.0;0.0;269.361;200.0;299.29;499.28999999999996;99.749796
2025-01-11 21:00:00;100.26288;0.0;0.0;269.361;200.0;299.29;499.28999999999996;99.737117
2025-01-11 22:00:00;100.65292;0.0;0.0;266.841;200.0;296.49;496.49;99.347083
2025-01-11 23:00:00;101.35208;0.0;0.0;266.841;200.0;296.49;496.49;98.647924
2025-01-12 00:00:00;102.10745;0.0;0.0;266.841;200.0;296.49;496.49;97.892552
2025-01-12 01:00:00;102.53858;0.0;0.0;268.434;200.0;298.26;498.26;97.461416
2025-01-12 02:00:00;102.46334;0.0;0.0;268.434;200.0;298.26;498.26;97.536658
2025-01-12 03:00:00;102.80108;0.0;0.0;268.434;200.0;298.26;498.26;97.198919
2025-01-12 04:00:00;103.43784;0.0;0.0;271.134;200.0;301.26;501.26;96.562159
2025-01-12 05:00:00;103.07429;0.0;0.0;271.134;200.0;301.26;501.26;96.925708
2025-01-12 06:00:00;104.72587;0.0;0.0;271.134;200.0;301.26;501.26;95.274126
2025-01-12 07:00:00;105.58366;0.0;0.0;264.843;200.0;294.27;494.27000000000004;94.416345
2025-01-12 08:00:00;104.44311;0.0;0.0;264.843;200.0;294.27;494.27000000000004;95.55689
2025-01-12 09:00:00;102.03496;0.0;0.0;264.843;200.0;294.27;494.27000000000004;97.965044
2025-01-12 10:00:00;98.65417;0.0;0.0;245.952;200.0;273.28;473.28;101.34583
2025-01-12 11:00:00;96.108573;0.0;0.0;245.952;200.0;273.28;473.28;103.89143
2025-01-12 12:00:00;96.199027;0.15;0.0;245.952;200.0;273.28;473.28;103.65097
2025-01-12 13:00:00;96.25347;0.35;0.0;227.286;200.0;252.54;452.5400000000001;103.39653
2025-01-12 14:00:00;96.863033;0.275;0.0;227.286;200.0;252.54;452.5400000000001;102.86197
2025-01-12 15:00:00;97.989153;0.4;0.0;227.286;200.0;252.54;452.5400000000001;101.61085
2025-01-12 16:00:00;101.03163;0.2;0.0;237.852;200.0;264.28;464.28000000000003;98.768368
2025-01-12 17:00:00;102.82022;0.0;0.0;237.852;200.0;264.28;464.28000000000003;97.179779
2025-01-12 18:00:00;103.14012;0.0;0.0;237.852;200.0;264.28;464.28000000000003;96.859884
2025-01-12 19:00:00;103.35193;0.0;0.0;245.961;200.0;273.29;473.29;96.648071
2025-01-12 20:00:00;101.9582;0.0;0.0;245.961;200.0;273.29;473.29;98.041805
2025-01-12 21:00:00;101.15483;0.0;0.0;245.961;200.0;273.29;473.29;98.845174
2025-01-12 22:00:00;100.36402;0.0;0.0;261.477;200.0;290.53;490.53000000000003;99.635982
2025-01-12 23:00:00;99.829677;0.0;0.0;261.477;200.0;290.53;490.53000000000003;100.17032
2025-01-13 00:00:00;100.67333;0.0;0.0;261.477;200.0;290.53;490.53000000000003;99.326673
2025-01-13 01:00:00;105.15778;0.0;0.0;296.361;200.0;329.29;529.29;94.842223
2025-01-13 02:00:00;107.86187;0.0;0.0;296.361;200.0;329.29;529.29;92.13813
2025-01-13 03:00:00;108.3126;0.0;0.0;296.361;200.0;329.29;529.29;91.687395
