;grid_import_el;pv_el;grid_export_el;gas_import;hp_heat;boiler_heat;heat_demand
2025-01-01 00:00:00;94.421149;0.0;0.0;0.0;344.27;0.0;344.27
2025-01-01 01:00:00;102.37483;0.0;0.0;0.0;373.27;0.0;373.27
2025-01-01 02:00:00;102.37483;0.0;0.0;-1.0579649e-12;373.27;-1.1755165e-12;373.27
2025-01-01 03:00:00;102.37483;0.0;0.0;-8.8836932e-12;373.27;-9.8707702e-12;373.27
2025-01-01 04:00:00;101.55203;0.0;0.0;0.0;370.27;0.0;370.27
2025-01-01 05:00:00;101.55203;0.0;0.0;-6.7741635e-12;370.27;-7.5268483e-12;370.27
2025-01-01 06:00:00;101.55203;0.0;0.0;-6.7401187e-12;370.27;-7.4890208e-12;370.27
2025-01-01 07:00:00;105.66601;0.0;0.0;0.0;385.27;0.0;385.27
2025-01-01 08:00:00;105.66601;0.0;0.0;0.0;385.27;0.0;385.27
2025-01-01 09:00:00;105.66601;0.0;0.0;-5.262539e-12;385.27;-5.8472656e-12;385.27
2025-01-01 10:00:00;99.149474;0.0;0.0;0.0;361.51;0.0;361.51
2025-01-01 11:00:00;99.149474;0.0;0.0;-2.7970913e-12;361.51;-3.1078793e-12;361.51
2025-01-01 12:00:00;99.149474;0.0;0.0;0.0;361.51;0.0;361.51
2025-01-01 13:00:00;102.64635;0.0;0.0;0.0;374.26;0.0;374.26
2025-01-01 14:00:00;102.64635;0.0;0.0;-1.4893761e-12;374.26;-1.6548623e-12;374.26
2025-01-01 15:00:00;102.64635;0.0;0.0;-2.1159297e-12;374.26;-2.351033e-12;374.26
2025-01-01 16:00:00;93.872619;0.0;0.0;0.0;342.27;0.0;342.27
2025-01-01 17:00:00;93.872619;0.0;0.0;-1.0579649e-12;342.27;-1.1755165e-12;342.27
2025-01-01 18:00:00;93.872619;0.0;0.0;-2.1159297e-12;342.27;-2.351033e-12;342.27
2025-01-01 19:00:00;78.516532;0.0;0.0;0.0;286.28;0.0;286.28
2025-01-01 20:00:00;78.516532;0.0;0.0;-1.0579649e-12;286.28;-1.1755165e-12;286.28
2025-01-01 21:00:00;78.516532;0.0;0.0;-2.1159297e-12;286.28;-2.351033e-12;286.28
2025-01-01 22:00:00;89.215603;0.0;0.0;0.0;325.29;0.0;325.29
2025-01-01 23:00:00;89.215603;0.0;0.0;-1.0579649e-12;325.29;-1.1755165e-12;325.29
2025-01-02 00:00:00;89.215603;0.0;0.0;-2.1159297e-12;325.29;-2.351033e-12;325.29
2025-01-02 01:00:00;105.66875;0.0;0.0;0.0;385.28;0.0;385.28
2025-01-02 02:00:00;105.66875;0.0;0.0;-1.0579649e-12;385.28;-1.1755165e-12;385.28
2025-01-02 03:00:00;105.66875;0.0;0.0;-2.1159297e-12;385.28;-2.351033e-12;385.28
2025-01-02 04:00:00;121.30459;0.0;0.0;0.0;442.29;0.0;442.29
2025-01-02 05:00:00;121.30459;0.0;0.0;-1.0579649e-12;442.29;-1.1755165e-12;442.29
2025-01-02 06:00:00;121.30459;0.0;-2.5717002e-10;-2.1159297e-12;442.29;-2.351033e-12;442.29
2025-01-02 07:00:00;132.23678;0.0;-2.5809659e-10;13.59;482.15;15.1;497.25
2025-01-02 08:00:00;132.23678;0.0;-5.2370299e-13;13.59;482.15;15.1;497.25
2025-01-02 09:00:00;132.23678;0.0;-5.2370299e-13;13.59;482.15;15.1;497.25
2025-01-02 10:00:00;132.03678;0.2;0.0;0.108;482.15;0.12;482.27
2025-01-02 11:00:00;129.40678;2.8299999999999996;0.0;0.108;482.15;0.12;482.27
2025-01-02 12:00:00;126.40678;5.83;0.0;0.108;482.15;0.12;482.27
2025-01-02 13:00:00;95.334938;23.6;0.0;0.0;433.65;0.0;433.65
2025-01-02 14:00:00;101.23494;17.7;0.0;-1.1337989e-12;433.65;-1.2597765e-12;433.65
2025-01-02 15:00:00;106.03494;12.899999999999999;0.0;0.0;433.65;0.0;433.65
2025-01-02 16:00:00;103.78787;13.4;0.0;0.0;427.28;0.0;427.28
2025-01-02 17:00:00;112.45787;4.73;0.0;0.0;427.28;0.0;427.28
2025-01-02 18:00:00;117.18787;0.0;-5.2370299e-13;0.0;427.28;0.0;427.28
2025-01-02 19:00:00;117.45117;0.0;-5.2370299e-13;0.0;428.24;0.0;428.24
2025-01-02 20:00:00;117.45117;0.0;-5.2370299e-13;0.0;428.24;0.0;428.24
2025-01-02 21:00:00;117.45117;0.0;-5.2370299e-13;0.0;428.24;0.0;428.24
2025-01-02 22:00:00;122.39067;0.0;-5.2370299e-13;0.0;446.25;0.0;446.25000000000006
2025-01-02 23:00:00;122.39067;0.0;-2.6325503e-10;-1.0579649e-12;446.25;-1.1755165e-12;446.25000000000006
2025-01-03 00:00:00;122.39067;0.0;-2.635774e-10;-2.1159297e-12;446.25;-2.351033e-12;446.25000000000006
2025-01-03 01:00:00;124.59028;0.0;-2.6486704e-10;0.0;454.27;0.0;454.27
2025-01-03 02:00:00;124.59028;0.0;-2.7163749e-10;-1.0579649e-12;454.27;-1.1755165e-12;454.27
2025-01-03 03:00:00;124.59028;0.0;-2.7228231e-10;-2.1159297e-12;454.27;-2.351033e-12;454.27
2025-01-03 04:00:00;123.49048;0.0;-2.7772249e-10;0.0;450.26;0.0;450.26
2025-01-03 05:00:00;123.49048;0.0;-2.8582323e-10;-1.0579649e-12;450.26;-1.1755165e-12;450.26
2025-01-03 06:00:00;123.49048;0.0;-2.8646804e-10;-2.1159297e-12;450.26;-2.351033e-12;450.26
2025-01-03 07:00:00;132.23678;0.0;-2.8739458e-10;32.472;482.15;36.08;518.23
2025-01-03 08:00:00;132.23678;0.0;-2.9259369e-10;32.472;482.15;36.08;518.23
2025-01-03 09:00:00;132.23678;0.0;-2.9549531e-10;32.472;482.15;36.08;518.23
2025-01-03 10:00:00;128.23678;4.0;-4.4215978e-13;20.565;482.15;22.85;505.0
2025-01-03 11:00:00;99.536782;32.7;-1.5920092e-13;20.565;482.15;22.85;505.0
2025-01-03 12:00:00;60.836782;71.4;0.0;20.565;482.15;22.85;505.0
2025-01-03 13:00:00;45.623252;84.2;0.0;0.0;473.35;0.0;473.35
2025-01-03 14:00:00;66.923252;62.900000000000006;-2.1801125e-12;-1.0579649e-12;473.35;-1.1755165e-12;473.35
2025-01-03 15:00:00;96.823252;33.0;0.0;-2.1159297e-12;473.35;-2.351033e-12;473.35
2025-01-03 16:00:00;112.82808;15.1;0.0;0.0;466.44;0.0;466.44
2025-01-03 17:00:00;126.19808;1.7300000000000002;0.0;-1.0579649e-12;466.44;-1.1755165e-12;466.44
2025-01-03 18:00:00;127.92808;0.0;-5.2370299e-13;-2.1159297e-12;466.44;-2.351033e-12;466.44
2025-01-03 19:00:00;119.64254;0.0;-5.2370299e-13;0.0;436.23;0.0;436.23
2025-01-03 20:00:00;119.64254;0.0;-5.2370299e-13;-1.0579649e-12;436.23;-1.1755165e-12;436.23
2025-01-03 21:00:00;119.64254;0.0;-2.3282811e-10;-2.1159297e-12;436.23;-2.351033e-12;436.23
2025-01-03 22:00:00;121.29636;0.0;-3.0806903e-10;0.0;442.26;0.0;442.26
2025-01-03 23:00:00;121.29636;0.0;-3.1000343e-10;-1.0579649e-12;442.26;-1.1755165e-12;442.26
2025-01-04 00:00:00;121.29636;0.0;-3.180635e-10;-2.1159297e-12;442.26;-2.351033e-12;442.26
2025-01-04 01:00:00;122.11641;0.0;-3.3515085e-10;0.0;445.25;0.0;445.24999999999994
2025-01-04 02:00:00;122.11641;0.0;-3.3869728e-10;-1.0579649e-12;445.25;-1.1755165e-12;445.24999999999994
2025-01-04 03:00:00;122.11641;0.0;-3.4417813e-10;-2.1159297e-12;445.25;-2.351033e-12;445.24999999999994
2025-01-04 04:00:00;122.94469;0.0;-3.4740216e-10;0.0;448.27;0.0;448.27000000000004
2025-01-04 05:00:00;122.94469;0.0;-3.5578457e-10;-1.0579649e-12;448.27;-1.1755165e-12;448.27000000000004
2025-01-04 06:00:00;122.94469;0.0;-2.5431219e-12;-2.1159297e-12;448.27;-2.351033e-12;448.27000000000004
2025-01-04 07:00:00;126.49093;0.0;-5.2370299e-13;0.0;461.2;0.0;461.2
2025-01-04 08:00:00;126.49093;0.0;-5.2370299e-13;-1.0579649e-12;461.2;-1.1755165e-12;461.2
2025-01-04 09:00:00;126.49093;0.0;-5.2370299e-13;-2.1159297e-12;461.2;-2.351033e-12;461.2
2025-01-04 10:00:00;116.97584;2.9300000000000006;0.0;0.0;437.19;0.0;437.19
2025-01-04 11:00:00;109.30584;10.6;0.0;0.0;437.19;0.0;437.19
2025-01-04 12:00:00;101.30584;18.6;0.0;0.0;437.19;0.0;437.19
2025-01-04 13:00:00;95.591452;21.1;0.0;0.0;425.47;0.0;425.47
2025-01-04 14:00:00;94.091452;22.600000000000005;0.0;0.0;425.47;0.0;425.47
2025-01-04 15:00:00;94.491452;22.2;0.0;0.0;425.47;0.0;425.47
2025-01-04 16:00:00;107.51393;18.7;0.0;0.0;460.19;0.0;460.19
2025-01-04 17:00:00;123.66393;2.55;0.0;0.0;460.19;0.0;460.19
2025-01-04 18:00:00;126.21393;0.0;-5.2370299e-13;-1.2187962e-12;460.19;-1.3542179e-12;460.19
2025-01-04 19:00:00;123.21621;0.0;-5.2370299e-13;0.0;449.26;0.0;449.26
2025-01-04 20:00:00;123.21621;0.0;-5.2370299e-13;0.0;449.26;0.0;449.26
2025-01-04 21:00:00;123.21621;0.0;-5.2370299e-13;-1.0579649e-12;449.26;-1.1755165e-12;449.26
2025-01-04 22:00:00;127.62639;0.0;-5.2370299e-13;0.0;465.34;0.0;465.34
2025-01-04 23:00:00;127.62639;0.0;-3.4490778e-10;-1.0579649e-12;465.34;-1.1755165e-12;465.34
2025-01-05 00:00:00;127.62639;0.0;-5.2370299e-13;-2.0938701e-12;465.34;-2.3265224e-12;465.34
2025-01-05 01:00:00;127.33018;0.0;-3.5642941e-10;0.0;464.26;0.0;464.26000000000005
2025-01-05 02:00:00;127.33018;0.0;-3.5739665e-10;-1.0579649e-12;464.26;-1.1755165e-12;464.26000000000005
2025-01-05 03:00:00;127.33018;0.0;-3.6674632e-10;-2.1159297e-12;464.26;-2.351033e-12;464.26000000000005
2025-01-05 04:00:00;131.71842;0.0;-3.6739114e-10;0.0;480.26;0.0;480.26
2025-01-05 05:00:00;131.71842;0.0;-3.6964796e-10;-6.9188551e-10;480.26;-7.6876168e-10;480.26
2025-01-05 06:00:00;131.71842;0.0;-3.7190478e-10;-6.7819629e-10;480.26;-7.5355143e-10;480.26
2025-01-05 07:00:00;127.04221;0.0;-3.7545121e-10;0.0;463.21;0.0;463.21
2025-01-05 08:00:00;127.04221;0.0;-3.7674082e-10;0.0;463.21;0.0;463.21
2025-01-05 09:00:00;127.04221;0.0;-3.7738563e-10;-1.0579649e-12;463.21;-1.1755165e-12;463.21
2025-01-05 10:00:00;103.38413;0.65;-6.4480565e-13;0.0;379.32;0.0;379.32
2025-01-05 11:00:00;101.30413;2.73;-2.016155e-12;-1.0579649e-12;379.32;-1.1755165e-12;379.32
2025-01-05 12:00:00;100.93413;3.1;-4.8258247e-13;-2.1159297e-12;379.32;-2.351033e-12;379.32
2025-01-05 13:00:00;52.993334;8.25;-1.4904995e-12;0.0;223.3;0.0;223.30000000000004
2025-01-05 14:00:00;49.443334;11.8;0.0;-1.0579649e-12;223.3;-1.1755165e-12;223.30000000000004
2025-01-05 15:00:00;54.713334;6.53;0.0;-2.1159297e-12;223.3;-2.351033e-12;223.30000000000004
2025-01-05 16:00:00;49.336448;4.03;0.0;0.0;194.58;0.0;194.58
2025-01-05 17:00:00;51.636448;1.7300000000000002;0.0;-1.0579649e-12;194.58;-1.1755165e-12;194.58
2025-01-05 18:00:00;53.366448;0.0;-3.7831217e-10;-1.1565049e-09;194.58;-1.2850055e-09;194.58
2025-01-05 19:00:00;51.339631;0.0;-3.7996484e-10;0.0;187.19;0.0;187.19
2025-01-05 20:00:00;51.339631;0.0;0.0;0.0;187.19;0.0;187.19
2025-01-05 21:00:00;51.339631;0.0;0.0;-1.0579649e-12;187.19;-1.1755165e-12;187.19
2025-01-05 22:00:00;53.594088;0.0;0.0;0.0;195.41;0.0;195.41
2025-01-05 23:00:00;53.594088;0.0;0.0;-1.0579715e-12;195.41;-1.1755238e-12;195.41
2025-01-06 00:00:00;53.594088;0.0;0.0;-2.1159363e-12;195.41;-2.3510404e-12;195.41
2025-01-06 01:00:00;53.300625;0.0;0.0;0.0;194.34;0.0;194.34
2025-01-06 02:00:00;53.300625;0.0;0.0;-1.0580175e-12;194.34;-1.175575e-12;194.34
2025-01-06 03:00:00;53.300625;0.0;0.0;-2.1159824e-12;194.34;-2.3510916e-12;194.34
2025-01-06 04:00:00;58.152369;0.0;0.0;0.0;212.03;0.0;212.03
2025-01-06 05:00:00;58.152369;0.0;0.0;-1.0579649e-12;212.03;-1.1755165e-12;212.03
2025-01-06 06:00:00;58.152369;0.0;0.0;-2.1159297e-12;212.03;-2.351033e-12;212.03
2025-01-06 07:00:00;72.732287;0.0;0.0;-1.0512656e-12;265.19;-1.1680729e-12;265.19
2025-01-06 08:00:00;72.732287;0.0;0.0;-2.1092304e-12;265.19;-2.3435894e-12;265.19
2025-01-06 09:00:00;72.732287;0.0;0.0;-3.1671953e-12;265.19;-3.5191059e-12;265.19
2025-01-06 10:00:00;67.444461;0.0;0.0;-1.0516477e-12;245.91;-1.1684974e-12;245.90999999999997
2025-01-06 11:00:00;67.444461;0.0;0.0;-7.1382496e-12;245.91;-7.9313884e-12;245.90999999999997
2025-01-06 12:00:00;67.443277;0.0;0.0;0.0;245.91;0.0;245.90999999999997
2025-01-06 13:00:00;64.378181;0.0;0.0;0.0;234.73;0.0;234.73
2025-01-06 14:00:00;64.378181;0.0;0.0;-1.0579649e-12;234.73;-1.1755165e-12;234.73
2025-01-06 15:00:00;64.378181;0.0;0.0;-2.1159297e-12;234.73;-2.351033e-12;234.73
2025-01-06 16:00:00;87.279293;0.0;0.0;0.0;318.23;0.0;318.23
2025-01-06 17:00:00;87.279293;0.0;0.0;-1.0579665e-12;318.23;-1.1755184e-12;318.23
2025-01-06 18:00:00;87.279293;0.0;0.0;-2.1159314e-12;318.23;-2.3510349e-12;318.23
2025-01-06 19:00:00;86.533293;0.0;0.0;0.0;315.51;0.0;315.51
2025-01-06 20:00:00;86.533293;0.0;0.0;-6.0866019e-12;315.51;-6.762891e-12;315.51
2025-01-06 21:00:00;86.533293;0.0;0.0;-2.1159297e-12;315.51;-2.351033e-12;315.51
2025-01-06 22:00:00;89.328051;0.0;0.0;0.0;325.7;0.0;325.7
2025-01-06 23:00:00;89.328051;0.0;0.0;-1.0579649e-12;325.7;-1.1755165e-12;325.7
2025-01-07 00:00:00;89.328051;0.0;0.0;-2.1159297e-12;325.7;-2.351033e-12;325.7
2025-01-07 01:00:00;100.167;0.0;0.0;0.0;365.22;0.0;365.22
2025-01-07 02:00:00;100.167;0.0;0.0;-1.0579649e-12;365.22;-1.1755165e-12;365.22
2025-01-07 03:00:00;100.167;0.0;0.0;-2.1159297e-12;365.22;-2.351033e-12;365.22
2025-01-07 04:00:00;110.31205;0.0;0.0;0.0;402.21;0.0;402.21
2025-01-07 05:00:00;110.31205;0.0;0.0;-1.0579122e-12;402.21;-1.175458e-12;402.21
2025-01-07 06:00:00;110.31205;0.0;-9.9272924e-11;-2.1158771e-12;402.21;-2.3509745e-12;402.21
2025-01-07 07:00:00;132.23678;0.0;-9.9554668e-11;70.065;482.15;77.85;560.0
2025-01-07 08:00:00;132.23678;0.0;-1.0056253e-10;70.065;482.15;77.85;560.0
2025-01-07 09:00:00;132.23678;0.0;-1.0475377e-10;70.065;482.15;77.85;560.0
2025-01-07 10:00:00;128.51678;3.7200000000000006;0.0;85.365;482.15;94.85;577.0
2025-01-07 11:00:00;115.83678;16.4;-6.0401698e-13;85.365;482.15;94.85;577.0
2025-01-07 12:00:00;105.73678;26.5;0.0;85.365;482.15;94.85;577.0
2025-01-07 13:00:00;93.236782;39.0;0.0;53.865;482.15;59.85;542.0
2025-01-07 14:00:00;88.936782;43.3;0.0;53.865;482.15;59.85;542.0
2025-01-07 15:00:00;99.436782;32.8;-1.5919797e-13;53.865;482.15;59.85;542.0
2025-01-07 16:00:00;117.21746;7.68;-1.8539318e-12;0.0;455.39;0.0;455.39
2025-01-07 17:00:00;124.43046;0.467;-3.2240282e-13;-1.0579649e-12;455.39;-1.1755165e-12;455.39
2025-01-07 18:00:00;124.89746;0.0;-1.1571542e-10;-2.1159297e-12;455.39;-2.351033e-12;455.39
2025-01-07 19:00:00;107.04556;0.0;-1.189395e-10;0.0;390.3;0.0;390.3
2025-01-07 20:00:00;107.04556;0.0;-1.2728131e-10;-1.0579649e-12;390.3;-1.1755165e-12;390.3
2025-01-07 21:00:00;107.04556;0.0;-1.3211734e-10;-2.1159297e-12;390.3;-2.351033e-12;390.3
2025-01-07 22:00:00;105.66326;0.0;-1.3630858e-10;0.0;385.26;0.0;385.26
2025-01-07 23:00:00;105.66326;0.0;-1.3925087e-10;-1.0579649e-12;385.26;-1.1755165e-12;385.26
2025-01-08 00:00:00;105.66326;0.0;-1.3953261e-10;-2.1159297e-12;385.26;-2.351033e-12;385.26
2025-01-08 01:00:00;108.40591;0.0;-1.4017741e-10;0.0;395.26;0.0;395.26
2025-01-08 02:00:00;108.40591;0.0;-1.4146703e-10;-1.0579649e-12;395.26;-1.1755165e-12;395.26
2025-01-08 03:00:00;108.40591;0.0;-1.4634374e-10;-2.1159297e-12;395.26;-2.351033e-12;395.26
2025-01-08 04:00:00;120.47631;0.0;-1.4694788e-10;0.0;439.27;0.0;439.27
2025-01-08 05:00:00;120.47631;0.0;-1.4791508e-10;-1.0579649e-12;439.27;-1.1755165e-12;439.27
2025-01-08 06:00:00;120.47631;0.0;-1.5343661e-10;-2.1159297e-12;439.27;-2.351033e-12;439.27
2025-01-08 07:00:00;132.23678;0.0;-1.5375897e-10;97.425;482.15;108.25;590.4
2025-01-08 08:00:00;132.23678;0.0;-5.2370299e-13;97.425;482.15;108.25;590.4
2025-01-08 09:00:00;132.23678;0.0;-2.4121058e-10;97.425;482.15;108.25;590.4
2025-01-08 10:00:00;128.01678;4.22;-1.8539318e-12;83.565;482.15;92.85;575.0
2025-01-08 11:00:00;112.33678;19.9;-1.4586064e-12;83.565;482.15;92.85;575.0
2025-01-08 12:00:00;110.03678;22.2;-3.2240282e-13;83.565;482.15;92.85;575.0
2025-01-08 13:00:00;108.33678;23.9;-2.1770902e-12;31.365;482.15;34.85;517.0
2025-01-08 14:00:00;109.23678;23.0;-3.2240282e-13;31.365;482.15;34.85;517.0
2025-01-08 15:00:00;114.23678;18.0;0.0;31.365;482.15;34.85;517.0
2025-01-08 16:00:00;116.25206;5.9;0.0;0.0;445.38;0.0;445.38
2025-01-08 17:00:00;121.00206;1.15;0.0;0.0;445.38;0.0;445.38
2025-01-08 18:00:00;122.15206;0.0;-5.2370299e-13;0.0;445.38;0.0;445.38
2025-01-08 19:00:00;127.64559;0.0;-5.2370299e-13;0.0;465.41;0.0;465.41
2025-01-08 20:00:00;127.64559;0.0;-5.2370299e-13;-1.0579649e-12;465.41;-1.1755165e-12;465.41
2025-01-08 21:00:00;127.64559;0.0;-5.2370299e-13;-2.1159297e-12;465.41;-2.351033e-12;465.41
2025-01-08 22:00:00;126.78988;0.0;-5.2370299e-13;0.0;462.29;0.0;462.29
2025-01-08 23:00:00;126.78988;0.0;-1.5577384e-10;-1.0579649e-12;462.29;-1.1755165e-12;462.29
2025-01-09 00:00:00;126.78988;0.0;-1.8374242e-10;-2.1159297e-12;462.29;-2.351033e-12;462.29
2025-01-09 01:00:00;130.0838;0.0;-1.8503205e-10;0.0;474.3;0.0;474.3
2025-01-09 02:00:00;130.0838;0.0;-1.8890092e-10;-1.0579649e-12;474.3;-1.1755165e-12;474.3
2025-01-09 03:00:00;130.0838;0.0;-1.8954571e-10;-2.1159297e-12;474.3;-2.351033e-12;474.3
2025-01-09 04:00:00;132.23678;0.0;-1.9341456e-10;19.26;482.15;21.4;503.55
2025-01-09 05:00:00;132.23678;0.0;-1.9070544e-10;19.26;482.15;21.4;503.55
2025-01-09 06:00:00;132.23678;0.0;-5.2370299e-13;19.26;482.15;21.4;503.55
2025-01-09 07:00:00;132.23678;0.0;-5.2370299e-13;159.165;482.15;176.85;659.0
2025-01-09 08:00:00;132.23678;0.0;-5.2370299e-13;159.165;482.15;176.85;659.0
2025-01-09 09:00:00;132.23678;0.0;-5.2370299e-13;159.165;482.15;176.85;659.0
2025-01-09 10:00:00;132.23678;0.0;-5.2370299e-13;174.465;482.15;193.85;676.0
2025-01-09 11:00:00;132.23678;0.0;-5.2370299e-13;174.465;482.15;193.85;676.0
2025-01-09 12:00:00;132.23678;0.0;-5.2370299e-13;174.465;482.15;193.85;676.0
2025-01-09 13:00:00;132.23678;0.0;-5.2370299e-13;171.765;482.15;190.85;673.0
2025-01-09 14:00:00;132.23678;0.0;-5.2370299e-13;171.765;482.15;190.85;673.0
2025-01-09 15:00:00;132.23678;0.0;-5.2370299e-13;171.765;482.15;190.85;673.0
2025-01-09 16:00:00;132.23678;0.0;-5.2370299e-13;54.693;482.15;60.77;542.92
2025-01-09 17:00:00;132.23678;0.0;-5.2370299e-13;54.693;482.15;60.77;542.92
2025-01-09 18:00:00;132.23678;0.0;-5.2370299e-13;54.693;482.15;60.77;542.92
2025-01-09 19:00:00;128.94012;0.0;-5.2370299e-13;0.0;470.13;0.0;470.12999999999994
2025-01-09 20:00:00;128.94012;0.0;-5.2370299e-13;-1.0579649e-12;470.13;-1.1755165e-12;470.12999999999994
2025-01-09 21:00:00;128.94012;0.0;-3.9455339e-10;-2.1159297e-12;470.13;-2.351033e-12;470.12999999999994
2025-01-09 22:00:00;131.44964;0.0;-2.1630511e-10;0.0;479.28;0.0;479.28000000000003
2025-01-09 23:00:00;131.44964;0.0;-2.1888437e-10;-1.0579649e-12;479.28;-1.1755165e-12;479.28000000000003
2025-01-10 00:00:00;131.44964;0.0;-2.2823405e-10;-2.1159297e-12;479.28;-2.351033e-12;479.28000000000003
2025-01-10 01:00:00;130.34161;0.0;-2.3468212e-10;0.0;475.24;0.0;475.24000000000007
2025-01-10 02:00:00;130.34161;0.0;-2.417343e-10;-1.0579649e-12;475.24;-1.1755165e-12;475.24000000000007
2025-01-10 03:00:00;130.34161;0.0;-2.4270151e-10;-2.1159297e-12;475.24;-2.351033e-12;475.24000000000007
2025-01-10 04:00:00;132.23678;0.0;-2.4753755e-10;24.723;482.15;27.47;509.62000000000006
2025-01-10 05:00:00;132.23678;0.0;-2.5241427e-10;24.723;482.15;27.47;509.62000000000006
2025-01-10 06:00:00;132.23678;0.0;-2.553159e-10;24.723;482.15;27.47;509.62000000000006
2025-01-10 07:00:00;132.23678;0.0;-5.2370299e-13;178.065;482.15;197.85;680.0
2025-01-10 08:00:00;132.23678;0.0;-5.2370299e-13;178.065;482.15;197.85;680.0
2025-01-10 09:00:00;132.23678;0.0;-5.2370299e-13;178.065;482.15;197.85;680.0
2025-01-10 10:00:00;132.23678;0.0;-5.2370299e-13;162.765;482.15;180.85;663.0
2025-01-10 11:00:00;132.23678;0.0;-5.2370299e-13;162.765;482.15;180.85;663.0
2025-01-10 12:00:00;132.23678;0.0;-9.5162105e-11;162.765;482.15;180.85;663.0
2025-01-10 13:00:00;132.13678;0.1;-4.5136395e-12;108.468;482.15;120.52;602.67
2025-01-10 14:00:00;131.08678;1.15;0.0;108.468;482.15;120.52;602.67
2025-01-10 15:00:00;130.55678;1.6799999999999997;0.0;108.468;482.15;120.52;602.67
2025-01-10 16:00:00;131.31178;0.9249999999999999;0.0;41.337;482.15;45.93;528.08
2025-01-10 17:00:00;132.13678;0.1;0.0;41.337;482.15;45.93;528.08
2025-01-10 18:00:00;132.23678;0.0;-5.2370299e-13;41.337;482.15;45.93;528.08
2025-01-10 19:00:00;132.23678;0.0;-5.2370299e-13;28.908;482.15;32.12;514.27
2025-01-10 20:00:00;132.23678;0.0;-5.2370299e-13;28.908;482.15;32.12;514.27
2025-01-10 21:00:00;132.23678;0.0;-5.2370299e-13;28.908;482.15;32.12;514.27
2025-01-10 22:00:00;132.23678;0.0;-5.2370299e-13;14.481;482.15;16.09;498.24
2025-01-10 23:00:00;132.23678;0.0;-5.2370299e-13;14.481;482.15;16.09;498.24
2025-01-11 00:00:00;132.23678;0.0;-3.5634094e-11;14.481;482.15;16.09;498.24
2025-01-11 01:00:00;132.23678;0.0;-2.5757272e-10;19.008;482.15;21.12;503.27
2025-01-11 02:00:00;132.23678;0.0;-2.5821751e-10;19.008;482.15;21.12;503.27
2025-01-11 03:00:00;132.23678;0.0;-2.6788961e-10;19.008;482.15;21.12;503.27
2025-01-11 04:00:00;132.23678;0.0;-2.7196432e-10;14.472;482.15;16.08;498.23
2025-01-11 05:00:00;132.23678;0.0;-2.7551075e-10;14.472;482.15;16.08;498.23
2025-01-11 06:00:00;132.23678;0.0;-2.7680036e-10;14.472;482.15;16.08;498.23
2025-01-11 07:00:00;132.23678;0.0;-2.816364e-10;35.145;482.15;39.05;521.2
2025-01-11 08:00:00;132.23678;0.0;-1.2998161e-10;35.145;482.15;39.05;521.2
2025-01-11 09:00:00;132.23678;0.0;-2.8268403e-10;35.145;482.15;39.05;521.2
2025-01-11 10:00:00;132.23678;0.0;-2.8937403e-10;17.208;482.15;19.12;501.27
2025-01-11 11:00:00;132.23678;0.0;-2.9453249e-10;17.208;482.15;19.12;501.27
2025-01-11 12:00:00;132.23678;0.0;-2.9614453e-10;17.208;482.15;19.12;501.27
2025-01-11 13:00:00;132.23678;0.0;-2.9678934e-10;35.136;482.15;39.04;521.19
2025-01-11 14:00:00;132.06978;0.167;0.0;35.136;482.15;39.04;521.19
2025-01-11 15:00:00;132.13678;0.1;-4.1912367e-12;35.136;482.15;39.04;521.19
2025-01-11 16:00:00;132.03678;0.2;-2.5792226e-12;35.145;482.15;39.05;521.2
2025-01-11 17:00:00;132.23678;0.0;-5.2370299e-13;35.145;482.15;39.05;521.2
2025-01-11 18:00:00;132.23678;0.0;-5.2370299e-13;35.145;482.15;39.05;521.2
2025-01-11 19:00:00;132.23678;0.0;-5.2370299e-13;15.426;482.15;17.14;499.28999999999996
2025-01-11 20:00:00;132.23678;0.0;-5.2370299e-13;15.426;482.15;17.14;499.28999999999996
2025-01-11 21:00:00;132.23678;0.0;-3.7811085e-10;15.426;482.15;17.14;499.28999999999996
2025-01-11 22:00:00;132.23678;0.0;-1.9812071e-10;12.906;482.15;14.34;496.49
2025-01-11 23:00:00;132.23678;0.0;-4.0003424e-10;12.906;482.15;14.34;496.49
2025-01-12 00:00:00;132.23678;0.0;-3.1000786e-10;12.906;482.15;14.34;496.49
2025-01-12 01:00:00;132.23678;0.0;-3.141991e-10;14.499;482.15;16.11;498.26
2025-01-12 02:00:00;132.23678;0.0;-3.1581111e-10;14.499;482.15;16.11;498.26
2025-01-12 03:00:00;132.23678;0.0;-3.1774552e-10;14.499;482.15;16.11;498.26
2025-01-12 04:00:00;132.23678;0.0;-3.2225915e-10;17.199;482.15;19.11;501.26
2025-01-12 05:00:00;132.23678;0.0;-3.254832e-10;17.199;482.15;19.11;501.26
2025-01-12 06:00:00;132.23678;0.0;-3.2677279e-10;17.199;482.15;19.11;501.26
2025-01-12 07:00:00;132.23678;0.0;-3.432153e-10;10.908;482.15;12.12;494.27000000000004
2025-01-12 08:00:00;132.23678;0.0;-5.2370299e-13;10.908;482.15;12.12;494.27000000000004
2025-01-12 09:00:00;132.23678;0.0;-5.2370299e-13;10.908;482.15;12.12;494.27000000000004
2025-01-12 10:00:00;129.80405;0.0;-5.2370299e-13;0.0;473.28;0.0;473.28
