,el_price_eur_kwh,heat_demand_kw,pv_power_kw,cop_t
327,0.12535,637.12,0.20314594965976943,2.677898763020835
328,0.1419699999999999,506.3,0.0,2.6703853352864595
329,0.16586,506.3,0.0,2.6599035644531264
330,0.17007,506.3,0.0,2.6170568847656264
331,0.15838,429.29,0.0,2.624619140625001
332,0.13546,429.29,0.0,2.645631510416668
333,0.11769,429.29,0.0,2.673170572916668
334,0.121,450.23,0.0,2.6883235677083346
335,0.12176,450.23,0.0,2.68569295247396
336,0.10828,450.23,0.0,2.6725826009114595
337,0.10772,466.22,0.0,2.64875447591146
338,0.1084099999999999,466.22,0.0,2.6386409505208346
339,0.10804,466.22,0.0,2.62366902669271
340,0.10875,491.29,0.0,2.6175451660156264
341,0.11492,491.29,0.0,2.60590779622396
342,0.13449,491.29,0.0,2.616291910807293
343,0.19179,614.0,0.0,2.6177852376302098
344,0.30724,614.0,0.0,2.653606770833335
345,0.3150199999999999,614.0,0.32049857040595187,2.695920410156248
346,0.31103,611.0,0.7459968146701084,2.7445654296875013
347,0.3048,611.0,1.1494756252770186,2.758550618489581
348,0.3110199999999999,611.0,1.2334273099512776,2.779943440755209
349,0.3093399999999999,607.0,1.8883450599946747,2.7684301757812517
350,0.28583,607.0,1.6780348679113777,2.7395198567708348
351,0.30174,607.0,0.8388549022225136,2.6934505208333346
352,0.33352,508.2,0.07829686612378274,2.667341715494793
353,0.37799,508.2,0.0,2.6519934082031265
354,0.32474,508.2,0.0,2.6261592610677096
355,0.27009,457.23,0.0,2.6040197753906265
356,0.18166,457.23,0.0,2.596441243489581
357,0.15087,457.23,0.0,2.5911739095052098
358,0.14116,474.23,0.0,2.5822932942708348
359,0.1239,474.23,0.0,2.5802547200520847
360,0.12633,474.23,0.0,2.580020751953126
361,0.11912,471.24,0.0,2.569136149088543
362,0.11762,471.24,0.0,2.5579870605468766
363,0.11503,471.24,0.0,2.54920613606771
364,0.11575,494.6,0.0,2.547511393229168
365,0.1232699999999999,494.6,0.0,2.526861165364585
366,0.1387,494.6,0.0,2.5386022949218763
367,0.17304,629.0,0.0,2.5324743652343766
368,0.19965,629.0,0.0,2.56701619466146
369,0.175,629.0,0.27228938799557684,2.602156168619793
370,0.1519,631.0,0.8455727039087663,2.6409582519531263
371,0.14064,631.0,1.4175603872870062,2.676490885416668
372,0.13113,631.0,2.527150854430925,2.6905452473958347
373,0.13058,611.0,3.2950326825446803,2.68178670247396
374,0.13842,611.0,2.9108177265710706,2.641627604166668
375,0.16304,611.0,2.716160909028297,2.554762369791668
376,0.1792,506.74,0.14830000086816672,2.4842199707031263
377,0.19156,506.74,0.0,2.44470174153646
378,0.1843199999999999,506.74,0.0,2.4624365234375016
379,0.17997,453.45,0.0,2.4478430175781267
380,0.1596,453.45,0.0,2.4400895182291684
381,0.1416,453.45,0.0,2.43682820638021
382,0.13529,481.25,0.0,2.4229101562500017
383,0.12375,481.25,0.0,2.4166662597656265
384,0.11887,481.25,0.0,2.4253251139322933
385,0.11839,526.23,0.0,2.423260091145835
386,0.11571,526.23,0.0,2.4300797526041684
387,0.11472,526.23,0.0,2.432541503906248
388,0.11548,564.93,0.0,2.44064900716146
389,0.1221599999999999,564.93,0.0,2.45910603841146
390,0.1408,564.93,0.0,2.5031754557291683
391,0.17501,733.0,0.0,2.5391516113281263
392,0.2081299999999999,733.0,0.0,2.589216715494793
393,0.17534,733.0,0.181952141124747,2.6469600423177098
394,0.158,722.0,0.36954186377023024,2.6800573730468766
395,0.14073,722.0,0.36444224328377123,2.67604939778646
396,0.12644,722.0,0.21107729241164253,2.684828287760418
397,0.12403,697.0,0.32562087152605795,2.668833007812501
398,0.13299,697.0,0.17778644970034443,2.658664550781252
399,0.1519799999999999,697.0,0.15126632832853754,2.639613444010418
400,0.17021,551.16,0.0,2.623353678385418
401,0.17879,551.16,0.0,2.6108984375000013
402,0.17992,551.16,0.0,2.554831542968752
403,0.1742199999999999,510.32,0.0,2.546797281901043
404,0.15791,510.32,0.0,2.53922078450521
405,0.145,510.32,0.0,2.5307246907552097
406,0.13997,510.27,0.0,2.516731363932293
407,0.12684,510.27,0.0,2.5009476725260438
408,0.12529,510.27,0.0,2.485939127604168
409,0.1210499999999999,514.25,0.0,2.47109334309896
410,0.12098,514.25,0.0,2.4623958333333347
411,0.11885,514.25,0.0,2.451027018229168
412,0.11646,513.27,0.0,2.4448929850260432
413,0.11977,513.27,0.0,2.4370133463541683
414,0.11975,513.27,0.0,2.465911458333335
415,0.1333899999999999,523.21,0.0,2.454929199218752
416,0.1456299999999999,523.21,0.0,2.442945963541668
417,0.1441,523.21,0.12559638799572445,2.452556966145835
418,0.13121,514.2,0.5263139085930267,2.495533854166668
419,0.12156,514.2,0.831592024280706,2.541438395182293
420,0.11887,514.2,0.9449047524938231,2.57681844075521
421,0.11501,441.66,0.9327690026250749,2.5817480468750014
422,0.11932,441.66,0.7495115561920436,2.5460791015625013
423,0.13332,441.66,0.46465382528716725,2.47058064778646
424,0.14971,482.24,0.05713119231488191,2.4073522949218766
425,0.16459,482.24,0.0,2.3541967773437515
426,0.16757,482.24,0.0,2.409978841145835
427,0.16785,501.33,0.0,2.39294392903646
428,0.15612,501.33,0.0,2.35759236653646
429,0.14342,501.33,0.0,2.338335774739581
430,0.1364,522.34,0.0,2.31791951497396
431,0.12936,522.34,0.0,2.2903092447916684
432,0.1297299999999999,522.34,0.0,2.271353759765627
433,0.1242,526.27,0.0,2.2743200683593767
434,0.1230499999999999,526.27,0.0,2.2711523437500016
435,0.12124,526.27,0.0,2.2718400065104185
436,0.12018,540.24,0.0,2.2865576171875017
437,0.12,540.24,0.0,2.340274658203126
438,0.12157,540.24,0.0,2.416143391927085
439,0.12333,547.33,0.0,2.420415852864585
440,0.1235999999999999,547.33,0.0,2.4435990397135434
441,0.12516,547.33,0.19496489073253254,2.4887487792968765
442,0.12519,541.41,0.5026142448600186,2.542933756510418
443,0.12156,541.41,0.8100642896546815,2.5823909505208347
444,0.11225,541.41,0.9595243774508685,2.608015543619793
445,0.10751,537.79,0.9487408787800152,2.5989172363281265
446,0.11681,537.79,0.7883364574700628,2.564186197916668
447,0.12629,537.79,0.4830555409563594,2.4946610514322933
448,0.14015,546.26,0.06838547723235892,2.45134236653646
