scenario,grid_import_el_kWh,pv_generation_kWh,grid_export_el_kWh,gas_import_kWh,heat_demand_kWh,heat_dump_kWh,heat_from_hp_kWh,heat_from_gas_boiler_kWh,installed_hp_capacity_kW,installed_gas_boiler_capacity_kW
ASHP,490818.6433920707,232657.106,170873.044031699,121104.17767585911,121104.17767585911,1518515.81,-3.2447771e-12,1409522.05,108993.75999999927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856919.3448133788,0.0,429.32,0.0,0.0,0.0
GSHP,318749.1668303214,232657.106,175944.43218967097,227110.42182875855,227110.42182875855,1518515.81,0.0,1314116.4300000002,204399.3799999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938654.5877300472,0.0,362.26,0.0,0.0,0.0
SA-WSHP,4839.398240302182,232657.106,217241.57744952303,1586764.696596974,1586764.696596974,1518515.81,0.0,90427.5829467795,1428088.2268775909,175314.77139760682,0.0,0.0,0.0,0.0,0.0,0.0,171459.92606904876,0.0,171459.92606904876,130.87339,0.0,0.0,0.0

