scenario,grid_import_el_kWh,pv_generation_kWh,grid_export_el_kWh,gas_import_kWh,gas_to_boiler_kWh,heat_demand_kWh,heat_dump_kWh,heat_from_hp_kWh,heat_from_gas_boiler_kWh,solar_thermal_generation_kWh,solar_to_preconverter_kWh,storage_heat_source_generation_kWh,storage_heat_to_preconverter_kWh,preconverter_to_water_kWh,water_to_storage_kWh,storage_charge_kWh,storage_discharge_kWh,environmental_source_heat_kWh,storage_to_environmental_heat_kWh,installed_hp_capacity_kW,installed_gas_boiler_capacity_kW,installed_storage_capacity_kWh,installed_solar_capacity_kW
ASHP,490818.6433920707,232657.106,170873.044151699,121104.17767585788,121104.17767585788,1518515.81,0.0,1409522.05,108993.7599999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856919.3448133788,0.0,429.32,0.0,0.0,0.0
