scenario,capex_hp_eur,opex_hp_eur_per_a,opex_sys_eur_per_a,spf_hp,spf_system,lcoh_hp_eur_per_kwh,lcoh_system_eur_per_kwh
GSHP,1003460.2,63749.83336606429,81918.66711236497,4.122728988024426,2.781879885503667,0.09521086801069198,0.09435989982462706
