scenario,capex_hp_eur,opex_hp_eur_per_a,opex_sys_eur_per_a,spf_hp,spf_system,lcoh_hp_eur_per_kwh,lcoh_system_eur_per_kwh
SA-WSHP,146713.0949,1172.3087092126475,148306.70793164798,3.823735650818266,0.9559640925093968,0.10772582092694122,0.10357429161158109
