scenario,grid_import_el_kWh,pv_generation_kWh,grid_export_el_kWh,gas_import_kWh,heat_demand_kWh,heat_dump_kWh,heat_from_hp_kWh,heat_from_gas_boiler_kWh,installed_hp_capacity_kW,installed_gas_boiler_capacity_kW
GSHP,111408.25076706338,232657.106,193233.15756316303,1100670.13275913,1518515.81,0.0,527912.69,990603.1199999999,100.0,0.0
