scenario,grid_import_el_kWh,pv_generation_kWh,grid_export_el_kWh,gas_import_kWh,gas_to_boiler_kWh,heat_demand_kWh,heat_dump_kWh,heat_from_hp_kWh,heat_from_gas_boiler_kWh,ashp_heat_kWh,gshp_heat_kWh,wshp_heat_kWh,solar_thermal_generation_kWh,solar_to_storage_kWh,storage_charge_kWh,storage_discharge_kWh,storage_to_environmental_heat_kWh,env_heat_to_ashp_kWh,env_heat_to_gshp_kWh,env_heat_to_wshp_kWh,electricity_to_ashp_kWh,electricity_to_gshp_kWh,electricity_to_wshp_kWh,installed_hp_capacity_kW,check_solar_minus_storage_kWh,check_storage_balance_kWh,check_wshp_balance_kWh
SA-WSHP,5861.543546063237,232657.106,213890.270942375,1582603.778424253,1582603.778424253,1518515.81,0.0,94172.40928877247,1424343.400852883,0.0,0.0,94172.40928877247,175314.77139760682,175314.7714178639,175314.7714178639,171457.85269526474,171457.85269526474,0.0,0.0,69544.03074929042,0.0,0.0,24628.378614950307,145.26049,-2.0257080905139446e-05,3856.9187225991627,-7.546826964244246e-05
