scenario,capex_hp_eur,opex_hp_eur_per_a,opex_sys_eur_per_a,spf_hp,spf_system,lcoh_hp_eur_per_kwh,lcoh_system_eur_per_kwh
ASHP,155000.0,30755.440065528546,125535.02767836335,3.427655262788981,1.209629991237808,0.07633294532934504,0.08891202719040728
