scenario,capex_hp_eur,opex_hp_eur_per_a,opex_sys_eur_per_a,spf_hp,spf_system,lcoh_hp_eur_per_kwh,lcoh_system_eur_per_kwh
SA-WSHP,506032.1,68031.32172184969,74327.8292836257,4.255922311546233,3.625328520098208,0.06837048062199544,0.06932762312542168
