scenario,grid_import_el_kWh,pv_generation_kWh,grid_export_el_kWh,gas_import_kWh,heat_demand_kWh,heat_dump_kWh,heat_from_hp_kWh,heat_from_gas_boiler_kWh,installed_hp_capacity_kW,installed_gas_boiler_capacity_kW
SA-WSHP,340156.6086092484,232657.106,176650.38407616393,78706.34452220026,1518515.81,-4.8390445800000004e-12,1447680.0999999999,70835.70999999941,463.21,0.0
