scenario,grid_import_el_kWh,pv_generation_kWh,grid_export_el_kWh,gas_import_kWh,heat_demand_kWh,heat_dump_kWh,heat_from_hp_kWh,heat_from_gas_boiler_kWh,installed_hp_capacity_kW,installed_gas_boiler_capacity_kW
SA-WSHP,99787.54760866868,232657.106,199116.70521828695,1121208.8879761193,1518515.81,-2.3079992e-12,509427.80999999994,1009087.9999999969,96.05,0.0
