scenario,capex_hp_eur,opex_hp_eur_per_a,opex_sys_eur_per_a,spf_hp,spf_system,lcoh_hp_eur_per_kwh,lcoh_system_eur_per_kwh
GSHP,1003460.2,63749.83336606429,55814.19754758103,3.4999999673940847,2.7818798855036717,0.09521086801069198,0.07716912091216784
