scenario,capex_hp_eur,opex_hp_eur_per_a,opex_sys_eur_per_a,spf_hp,spf_system,lcoh_hp_eur_per_kwh,lcoh_system_eur_per_kwh
ASHP,665446.0,98163.72867841415,78521.62119317743,2.87177773089206,2.481547930096611,0.09851582110972731,0.07850963016498286
